comment,Language,sentiment
"Handlebar extender wobbles, parang unstable.",Filipino,Negative
"Chain keeps falling off, ang hirap mag-ride.",Filipino,Negative
"Ang ingay ng fenders, parang lagi may sumasabit.",Filipino,Negative
"The pedals feel loose, parang delikado gamitin.",Filipino,Negative
"Seat cover ripped after a few rides, low quality.",Filipino,Negative
"Brake cables are short, mahirap palitan.",Filipino,Negative
"Spokes keep breaking, ang hirap mag-maintain.",Filipino,Negative
"Ang ingay ng brake pads, nakakairita sa tenga.",Filipino,Negative
"Chainring bolts keep coming loose, sobrang hassle.",Filipino,Negative
"The lock is hard to open, parang laging stuck.",Filipino,Negative
"Ang nipis ng bar tape, walang comfort.",Filipino,Negative
"The rear light mount broke agad, sobrang dali masira.",Filipino,Negative
"Derailleur keeps causing chain drops, sobrang hassle.",Filipino,Negative
"Gear cables need constant adjustment, laging loose.",Filipino,Negative
"Uncomfortable ang cycling shoes, lagi akong nagkaka-blisters.",Filipino,Negative
"Ang warp ng disc brake rotors, parang hindi aligned.",Filipino,Negative
"Saddlebag straps are too short, di makapitan.",Filipino,Negative
"Kickstand is too flimsy, parang madaling mabasag.",Filipino,Negative
"Chain tensioner broke agad, parang low quality.",Filipino,Negative
"Bearings sa headset laging may friction, sobrang hassle.",Filipino,Negative
Crank arms hit the ground kapag nag-turn ako.,Filipino,Negative
"Frame geometry is weird, di comfortable for long rides.",Filipino,Negative
"Chain guard doesn’t work, laging sumasabit ang chain.",Filipino,Negative
"Ang narrow ng pannier rack, di kasya yung bags ko.",Filipino,Negative
"Seat post quick-release is hard to use, lagi kong nahihirapan.",Filipino,Negative
"Brake rotors overheat quickly, parang walang stopping power.",Filipino,Negative
"Short yung inner tube valves, hirap i-fit yung pump.",Filipino,Negative
"Pedals make a creaking sound, parang laging loose.",Filipino,Negative
"Derailleur bouncing around and hitting the frame, sobrang ingay.",Filipino,Negative
"Thin grips cause hand fatigue, parang walang support.",Filipino,Negative
"Tire patch kit doesn’t work, nagle-leak pa rin.",Filipino,Negative
"Frame is too heavy, parang mabagal yung ride.",Filipino,Negative
"Stripped yung bottle cage bolts, sobrang hassle.",Filipino,Negative
"Ang weak ng derailleur hanger, laging nababali.",Filipino,Negative
"Fork doesn’t compress properly, sobrang rough ng ride.",Filipino,Negative
"Brake cables easily fray, mahirap palitan.",Filipino,Negative
"Tires aren’t balanced, parang bumpy ang ride.",Filipino,Negative
"Derailleur cage hits the ground, sobrang low.",Filipino,Negative
"Brake fluid leaks, parang walang stopping power.",Filipino,Negative
"Frame finish looks cheap, may scratches agad.",Filipino,Negative
"Clicking noise from the crankset, parang may problem.",Filipino,Negative
"Chain skips, parang defective ang bike.",Filipino,Negative
"Seat post collar doesn’t clamp tight, lagi bumababa ang seat.",Filipino,Negative
"Wheels are out of true, sobrang hirap i-align.",Filipino,Negative
"Bottom bracket bearings are noisy, parang sira na agad.",Filipino,Negative
"Saddle feels like rock, sobrang uncomfortable.",Filipino,Negative
"Chainring bolts keep coming loose, sobrang hassle.",Filipino,Negative
"Fender stays are too short, parang di fit sa bike.",Filipino,Negative
"Crankset arms feel awkward, parang mali ang fit.",Filipino,Negative
"Chain is too short, nagiging issue sa shifting.",Filipino,Negative
"Gear shift indicator doesn’t work, parang broken.",Filipino,Negative
"Bell rusted after a few weeks, sobrang low quality.",Filipino,Negative
"Light battery doesn’t last long, sobrang hassle sa gabi.",Filipino,Negative
"Pedals are unbalanced, parang hirap i-ride.",Filipino,Negative
"Bike lock is bulky, hirap dalhin.",Filipino,Negative
"Frame welds look messy, parang substandard.",Filipino,Negative
"Brake levers too far from handlebar, di komportable.",Filipino,Negative
"Fenders rattle, sobrang ingay during rides.",Filipino,Negative
"Saddle rails bent, sobrang dali masira.",Filipino,Negative
"Stem is too short, di komportable ang position.",Filipino,Negative
"Shifter feels sticky, parang may resistance.",Filipino,Negative
"Fork seals are leaking, sobrang hassle.",Filipino,Negative
"Bottle holder is mounted too low, hirap abutin.",Filipino,Negative
"Rear shock is too soft, laging bottoming out.",Filipino,Negative
"Tire bead doesn’t seat properly, parang may wobble.",Filipino,Negative
"Kickstand keeps folding up, sobrang unsafe.",Filipino,Negative
"Handlebar tape is slippery when wet, sobrang delikado sa ulan.",Filipino,Negative
"Chain keeps slipping off the gears, sobrang frustrating.",Filipino,Negative
"Brake rotors rub against the pads, parang defective.",Filipino,Negative
"Crank arms feel wobbly, parang unsafe.",Filipino,Negative
"Chainring teeth wear out too fast, parang substandard.",Filipino,Negative
"Helmet padding is too thin, sobrang uncomfortable.",Filipino,Negative
"Rear hub is noisy, parang may friction.",Filipino,Negative
"Frame paint chips easily, sobrang bilis magasgas.",Filipino,Negative
"Bottom bracket creaks, sobrang annoying kapag nag-pedal.",Mixed/Other,Negative
"Basket doesn’t hold anything properly, sobrang useless.",Mixed/Other,Negative
"Fenders rub against tires, laging may resistance.",Mixed/Other,Negative
"Derailleur pulleys don’t spin, parang may blockage.",Mixed/Other,Negative
"Brake lever reach is too long for small hands, sobrang hirap gamitin.",Mixed/Other,Negative
"Geometry is awkward, parang hindi balanced yung bike.",Mixed/Other,Negative
"Straps on the bike rack are too loose, parang walang hold.",Mixed/Other,Negative
"Chain is noisy, lagi kong nililinisan pero walang improvement.",Mixed/Other,Negative
"Computer doesn’t track speed accurately, sobrang unreliable.",Mixed/Other,Negative
"Squeaking brake pads, sobrang nakaka-irita sa ears.",Mixed/Other,Negative
"Gear cables rub against the frame, nagagasgas ang bike.",Mixed/Other,Negative
"Helmet is poorly ventilated, sobrang init kapag suot.",Mixed/Other,Negative
"Stem bolts stripped agad, sobrang hassle palitan.",Mixed/Other,Negative
"Tire gauge is inaccurate, parang broken.",Mixed/Other,Negative
"Seat post clamp keeps slipping, parang laging may problema.",Mixed/Other,Negative
"Crank arms too long for my legs, parang uncomfortable.",Mixed/Other,Negative
"Chainring bolts stripped agad, sobrang poor quality.",Mixed/Other,Negative
"Rear light is not bright enough, parang walang effect sa night rides.",Mixed/Other,Negative
"Brake hoses too long, parang in the way lagi.",Mixed/Other,Negative
"Frame decals peeled off, sobrang low quality.",Mixed/Other,Negative
"Chainring is out of alignment, causing chain drops.",Mixed/Other,Negative
"Handlebar grips are too thin, sobrang uncomfortable for long rides.",Mixed/Other,Negative
"Derailleur spring too weak, parang hindi smooth ang shifting.",Mixed/Other,Negative
"Brake levers feel flimsy, parang madaling masira.",Mixed/Other,Negative
"Tires don’t have enough grip on wet roads, sobrang delikado.",Mixed/Other,Negative
"Fork is too stiff, parang walang suspension.",Mixed/Other,Negative
The bike chain broke after just one week of use. Ang pangit talaga!,Mixed/Other,Negative
The pedals feel cheap and started squeaking within days. Nakakainis!,Mixed/Other,Negative
The brake pads wore out way too quickly. Walang tibay!,Mixed/Other,Negative
The bike seat is extremely uncomfortable. Napakahirap umupo dito!,Mixed/Other,Negative
The handlebar grips fell apart after just a few rides. Sayang naman!,Mixed/Other,Negative
These tires puncture so easily. Ang dali lang ma-flat!,Mixed/Other,Negative
The water bottle holder is flimsy. Hindi secure!,Mixed/Other,Negative
The suspension on this bike is terrible. Ang pangit ng ride!,Mixed/Other,Negative
The bike light stopped working after a few uses. Wala nang silbi!,Mixed/Other,Negative
The gear shifter is not smooth at all. Sobrang frustrating!,Mixed/Other,Negative
The frame paint chipped off within the first month. Ang bilis mag-fade!,Mixed/Other,Negative
The saddlebag tore after only a few uses. Hindi matibay!,Mixed/Other,Negative
The helmet strap broke after minimal use. Delikado ito!,Mixed/Other,Negative
The bike pump doesn't fit properly. Ang hirap gamitin!,Mixed/Other,Negative
The kickstand is unstable. Laging natutumba ang bike!,Mixed/Other,Negative
The tires are constantly going flat. Nakaka-bwisit!,Mixed/Other,Negative
The rear rack can't handle much weight. Parang papalya!,Mixed/Other,Negative
The bell stopped ringing after a couple of days. Sayang!,Mixed/Other,Negative
The fenders don't keep the water off. Wala itong silbi!,Mixed/Other,Negative
The chainring is misaligned. Lagi akong natitigil!,Mixed/Other,Negative
The bike grips are uncomfortable. Ang sakit sa kamay!,Mixed/Other,Negative
The crankset is poorly designed. Ang hirap mag-pedal!,Mixed/Other,Negative
The derailleur is always out of alignment. Nakaka-frustrate!,Mixed/Other,Negative
The front wheel wobbles after just a short time. Ang gulo!,Mixed/Other,Negative
The rear reflector fell off during the first ride. Delikado!,Mixed/Other,Negative
The bike lock is too weak. Hindi secure ang bike ko!,Mixed/Other,Negative
The pedals are too small. Hindi secure ang paa!,Mixed/Other,Negative
The tire valve is faulty. Madali lang mag-leak!,Mixed/Other,Negative
The mudguards don't fit properly. Laging basa ang likod ko!,Mixed/Other,Negative
The bike basket fell apart after minimal use. Sayang ang pera!,Mixed/Other,Negative
The brake lever feels cheap. Hindi komportable gamitin!,Mixed/Other,Negative
The chain gets rusted too easily. Ang bilis mag-deteriorate!,Mixed/Other,Negative
The handlebar tape wears out very quickly. Ang pangit ng grip!,Mixed/Other,Negative
The seat post keeps slipping down. Ang hirap ipagpatuloy!,Mixed/Other,Negative
The bike rack scratches the car. Ang sakit sa ulo!,Mixed/Other,Negative
The bottom bracket is noisy. Ang ingay ng bike!,Mixed/Other,Negative
The reflector tape is barely visible. Wala itong silbi!,Mixed/Other,Negative
The bike horn is too quiet. Hindi marinig!,Mixed/Other,Negative
The tire pump nozzle doesn't fit well. Ang hassle!,Mixed/Other,Negative
The grip shift is too stiff. Ang hirap mag-change gears!,Mixed/Other,Negative
The frame welds look weak. Parang hindi matibay!,Mixed/Other,Negative
The inner tubes are too thin. Madali lang mag-puncture!,Mixed/Other,Negative
The front suspension lockout doesn't work. Ang gulo ng ride!,Mixed/Other,Negative
The saddle is too stiff. Nakakasakit!,Mixed/Other,Negative
The bike light mount broke. Ang problema!,Mixed/Other,Negative
The pedals are slippery. Pagsak ang paa!,Mixed/Other,Negative
The bike rack straps are too short. Ang hirap mag-secure!,Mixed/Other,Negative
The cleats don't stay locked in. Ang hassle!,Mixed/Other,Negative
The front brake cable snapped. Delikado ito!,Mixed/Other,Negative
The tire levers bend easily. Hindi matibay!,Mixed/Other,Negative
The bike stand is too short. Ang sakit sa likod!,Mixed/Other,Negative
The bell is cheaply made. Madali masira!,Mixed/Other,Negative
The brake calipers don't line up. Nakaka-frustrate!,Mixed/Other,Negative
The seat clamp is weak. Ang bilis mawala!,Mixed/Other,Negative
The wheel spokes loosen easily. Madalas mag-tune!,Mixed/Other,Negative
The water bottle cage doesn't hold securely. Nahuhulog!,Mixed/Other,Negative
The derailleur hanger is bent. Sobrang hassle!,Mixed/Other,Negative
The saddle rails creak. Ang ingay!,Mixed/Other,Negative
The bike pump is too slow. Ang tagal!,Mixed/Other,Negative
The reflector mount doesn't fit. Wala itong silbi!,Mixed/Other,Negative
The chainring teeth are too sharp. Sumasakit ang paa!,Mixed/Other,Negative
The saddle bag zipper broke. Ang hirap mag-ayos!,Mixed/Other,Negative
The shifters are too far from the handlebar. Nakaka-bwisit!,Mixed/Other,Negative
The helmet visor fell off. Delikado ito!,Mixed/Other,Negative
The bike computer doesn't sync. Ang hassle!,Mixed/Other,Negative
The rear shock absorber leaks. Wala nang silbi!,Mixed/Other,Negative
The handlebar extender is unstable. Ang gulo!,Mixed/Other,Negative
The chain falls off constantly. Nakaka-inis!,Mixed/Other,Negative
The bike fenders rub against the tires. Ang ingay!,Mixed/Other,Negative
The bottom bracket bearings are noisy. Ang sakit ng ulo!,Mixed/Other,Negative
The bike basket doesn't hold anything. Wala itong silbi!,Mixed/Other,Negative
The fenders are misaligned. Laging mabasa!,Mixed/Other,Negative
The derailleur spring is weak. Ang hirap mag-shift!,Mixed/Other,Negative
The brake levers feel flimsy. Sobrang cheap!,Mixed/Other,Negative
The bike tires don't grip well. Delikado ito!,Mixed/Other,Negative
The front suspension fork has too much play. Ang hirap!,Mixed/Other,Negative
The bike light is too dim. Wala itong silbi!,Mixed/Other,Negative
The frame feels unbalanced. Ang hirap kontrolin!,Mixed/Other,Negative
The chain keeps getting stuck. Sobrang annoying!,Mixed/Other,Negative
The rear fender doesn't cover properly. Lagi akong basa!,Mixed/Other,Negative
The bottom bracket bearings wore out. Ang dali masira!,Mixed/Other,Negative
The brake cables are stiff. Ang hirap gamitin!,Mixed/Other,Negative
The helmet strap is uncomfortable. Nakakairita!,Mixed/Other,Negative
The bike grips are too thin. Ang sakit sa kamay!,Mixed/Other,Negative
The seatpost is too long. Ang hirap ipagpatuloy!,Mixed/Other,Negative
The handlebars are too wide. Ang pangit ng handling!,Mixed/Other,Negative
The pedal bearings are already noisy. Ang ingay!,Mixed/Other,Negative
The tire tread wears out too quickly. Sayang!,Mixed/Other,Negative
The bottom bracket is too low. Nahihirapan ako!,Mixed/Other,Negative
The handlebar risers are too high. Ang hirap mag-reach!,Mixed/Other,Negative
The bike frame is too heavy. Ang hirap buhatin!,Mixed/Other,Negative
The quick-release lever is too loose. Delikado ito!,Mixed/Other,Negative
The seat padding is too thin. Ang sakit umupo!,Mixed/Other,Negative
The front wheel keeps getting loose. Sobrang hassle!,Mixed/Other,Negative
The brake fluid leaks. Wala nang silbi!,Mixed/Other,Negative
The chain is too long. Ang gulo!,Mixed/Other,Negative
The tire bead is hard to seat. Ang hirap!,Mixed/Other,Negative
The gear shifter is broken. Ang sakit ng ulo!,Mixed/Other,Negative
The rear hub makes noise. Ang ingay!,Mixed/Other,Negative
The helmet padding is uncomfortable. Ang init!,Mixed/Other,Negative
The rear light is not bright enough. Wala nang silbi!,Mixed/Other,Negative
The kickstand keeps folding up. Nakaka-bwisit!,Mixed/Other,Negative
The handlebar tape gets slippery. Delikado ito!,Mixed/Other,Negative
The chain is noisy. Ang ingay sa biyahe!,Mixed/Other,Negative
The gear indicator is not accurate. Wala itong silbi!,Mixed/Other,Negative
The bike fenders are too short. Lagi akong mabasa!,Mixed/Other,Negative
The spokes on the rear wheel keep breaking. Ang hassle!,Mixed/Other,Negative
The rear reflector is missing. Delikado ito!,Mixed/Other,Negative
The chainring is too small. Ang hirap mag-pedal!,Mixed/Other,Negative
The front fork is misaligned. Ang gulo ng ride!,Mixed/Other,Negative
The brake pads wear out too quickly. Ang pangit!,Mixed/Other,Negative
The tire pressure gauge is broken. Ang hassle!,Mixed/Other,Negative
The crank arms feel loose. Delikado ito!,Mixed/Other,Negative
The saddle doesn't adjust properly. Ang hirap!,Mixed/Other,Negative
The water bottle holder is poorly designed. Ang hassle!,Mixed/Other,Negative
The inner tube is too thick. Ang hirap mag-install!,Mixed/Other,Negative
The chain tension is incorrect. Ang gulo ng ride!,Mixed/Other,Negative
The bike frame squeaks. Ang ingay!,Mixed/Other,Negative
The seat is too low. Hindi komportable!,Mixed/Other,Negative
The pedals are too heavy. Ang hirap gamitin!,Mixed/Other,Negative
The handlebar grip is too wide. Ang sakit!,Mixed/Other,Negative
The kickstand is too long. Laging natutumba!,Mixed/Other,Negative
